checking_account_status,duration_months,credit_amount,savings_account,employment_since,installment_rate_pct,residence_since,property,age,existing_credits_count,job,num_dependents,target,debt_to_income_proxy,age_band,credit_history_A31,credit_history_A32,credit_history_A33,credit_history_A34,purpose_A41,purpose_A410,purpose_A42,purpose_A43,purpose_A44,purpose_A45,purpose_A46,purpose_A48,purpose_A49,personal_status_sex_A92,personal_status_sex_A93,personal_status_sex_A94,other_debtors_A102,other_debtors_A103,other_installment_plans_A142,other_installment_plans_A143,housing_A152,housing_A153,telephone_A192,foreign_worker_A202
1,18,2899,4,4,4,4,2,43,1,2,2,1,115.96,40-60,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,12,2969,0,1,4,3,1,25,2,2,1,0,118.76,25-40,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,7,2415,0,2,3,2,0,34,1,2,1,1,72.45,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
0,12,2214,0,2,4,3,1,24,1,1,1,1,88.56,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,27,3416,0,2,3,2,2,27,1,3,1,1,102.48,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,21,2353,0,2,1,4,1,47,2,2,1,1,23.53,40-60,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1,36,2820,0,1,4,4,2,27,2,2,1,0,112.8,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0,24,3345,0,4,4,2,1,39,1,3,1,0,133.8,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0,24,1199,0,4,4,4,2,60,2,1,1,0,47.96,60+,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,24,1413,0,2,4,2,1,28,1,2,1,1,56.52,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1,24,3512,1,3,2,3,2,38,2,2,1,1,70.24,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
2,10,1225,0,2,2,2,2,37,1,2,1,1,24.5,25-40,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,36,2299,2,4,4,4,2,39,1,2,1,1,91.96,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2,24,3749,0,1,2,4,2,26,1,2,1,1,74.98,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
1,39,4933,0,3,2,2,0,25,2,2,1,0,98.66,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
3,9,1244,4,4,4,4,1,41,2,1,1,1,49.76,40-60,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3,36,10477,4,4,2,4,3,42,2,2,1,1,209.54,40-60,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,18,6204,0,2,2,4,0,44,1,1,2,1,124.08,40-60,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,48,10222,4,3,4,3,2,37,1,2,1,1,408.88,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
0,6,609,0,3,4,3,1,37,2,2,1,1,24.36,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
1,14,1410,2,4,1,2,0,35,1,2,1,1,14.1,25-40,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False
1,15,6850,1,0,1,2,1,34,1,3,2,0,68.5,25-40,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,12,682,1,3,4,3,2,51,2,2,1,1,27.28,40-60,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
1,12,1155,0,4,3,3,0,40,2,1,1,1,34.65,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
0,12,701,0,2,4,2,0,40,1,1,1,1,28.04,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1,12,3124,0,1,1,3,0,49,2,1,2,1,31.24,40-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,21,3275,0,4,1,4,2,36,1,3,1,1,32.75,25-40,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,6,660,2,3,2,4,0,23,1,1,1,1,13.2,<25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,24,1659,0,1,4,2,2,29,1,1,1,0,66.36,25-40,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3,6,1595,0,3,3,2,1,51,1,2,2,1,47.85,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,15,1444,4,1,4,1,1,23,1,2,1,1,57.76,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,48,7119,0,2,3,4,3,53,2,2,2,0,213.57,40-60,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
3,24,6313,4,4,3,4,2,41,1,3,2,1,189.39,40-60,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,15,1979,4,4,4,2,2,35,1,2,1,1,79.16,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,60,15653,0,3,2,4,2,21,2,2,1,1,313.06,<25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
1,24,1965,4,2,4,4,2,42,2,2,1,1,78.6,40-60,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2,30,1908,0,4,4,4,0,66,1,3,1,0,76.32,60+,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False
1,24,4712,4,2,4,2,1,37,2,3,1,1,188.48,25-40,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
1,24,5084,4,4,2,4,2,42,1,2,1,1,101.68,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
3,12,618,0,4,4,4,0,56,1,2,1,1,24.72,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,12,2096,0,3,2,3,0,49,1,1,2,1,41.92,40-60,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
0,13,1797,0,1,3,1,1,28,2,1,1,1,53.91,25-40,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1,18,866,0,2,4,2,0,25,1,1,1,1,34.64,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False
0,30,3857,0,2,4,4,1,40,1,3,1,1,154.28,40-60,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
3,12,1592,3,3,3,2,1,35,1,2,1,1,47.76,25-40,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
3,24,6842,4,2,2,4,1,46,2,3,2,1,136.84,40-60,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
1,30,5234,0,0,4,2,2,28,2,3,1,0,209.36,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
0,6,860,0,4,1,4,3,39,2,2,1,1,8.6,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
3,9,2697,0,2,1,2,0,32,1,2,2,1,26.97,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,24,1311,1,3,4,3,1,26,1,2,1,1,52.44,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False
3,10,2901,4,1,1,4,0,31,1,2,1,1,29.01,25-40,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,40,5998,0,2,4,3,3,27,1,2,1,0,239.92,25-40,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
2,6,709,3,1,2,2,0,27,1,0,1,1,14.18,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True
1,24,4351,4,2,1,4,1,48,1,1,1,1,43.51,40-60,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
1,15,2326,2,2,2,4,2,27,1,2,1,1,46.52,25-40,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
3,24,7393,0,2,1,4,1,43,1,1,2,1,73.93,40-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,36,3535,0,3,4,4,2,37,2,2,1,1,141.4,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,10,1231,0,4,3,4,0,32,2,1,2,1,36.93,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
0,18,3190,0,2,2,2,0,24,1,2,1,0,63.8,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,24,1333,0,0,4,2,0,43,2,2,2,0,53.32,40-60,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
3,21,1572,3,4,4,4,0,36,1,1,1,1,62.88,25-40,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
1,6,931,1,1,1,1,1,32,1,1,1,0,9.31,25-40,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
3,36,3595,0,4,4,2,2,28,1,2,1,1,143.8,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,48,8487,4,3,1,2,2,24,1,2,1,1,84.87,<25,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,15,1459,0,2,4,2,2,43,1,1,1,1,58.36,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,36,2394,4,2,4,4,2,25,1,2,1,1,95.76,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,21,3160,4,4,4,3,1,41,1,2,1,1,126.4,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
2,4,1494,4,1,1,2,0,29,1,1,2,1,14.94,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
3,24,1597,0,4,4,4,3,54,2,2,2,1,63.88,40-60,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
3,6,1204,1,2,4,1,3,35,1,2,1,1,48.16,25-40,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,30,2406,0,3,4,4,0,23,1,2,1,0,96.24,<25,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,36,6229,0,1,4,4,3,23,2,1,1,0,249.16,<25,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
3,12,1402,2,3,3,4,2,37,1,2,1,1,42.06,25-40,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3,12,1412,0,2,4,2,0,29,2,3,1,1,56.48,25-40,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,False
1,12,1410,0,2,2,2,0,31,1,1,1,1,28.2,25-40,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False
0,15,3643,0,4,1,4,1,27,2,1,1,1,36.43,25-40,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,30,2522,0,4,1,3,1,39,1,2,2,1,25.22,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
0,47,10722,0,1,1,1,0,35,1,1,1,1,107.22,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
0,10,2241,0,1,1,3,0,48,2,1,2,1,22.41,40-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,6,2647,2,2,2,3,0,44,1,2,2,1,52.94,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
3,6,518,0,2,3,1,0,29,1,2,1,1,15.54,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,24,3149,0,1,4,1,3,22,1,2,1,1,125.96,<25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3,30,1867,4,4,4,4,2,58,1,2,1,1,74.68,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
0,21,1602,0,4,4,3,2,30,2,2,1,1,64.08,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False
3,6,1346,1,4,2,4,3,42,1,2,2,1,26.92,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
0,6,343,0,1,4,1,0,27,1,2,1,1,13.72,25-40,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
1,48,3844,1,3,4,4,3,34,1,1,2,0,153.76,25-40,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
3,11,1393,0,1,4,4,2,35,2,3,1,1,55.72,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,18,1800,0,2,4,2,2,24,2,2,1,1,72.0,<25,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,9,276,0,2,4,4,0,22,1,1,1,1,11.04,<25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3,18,1582,3,4,4,4,2,46,2,2,1,1,63.28,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,36,10875,0,4,2,2,2,45,2,2,2,1,217.5,40-60,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,15,4657,0,2,3,2,2,30,1,2,1,1,139.71,25-40,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,12,3059,3,3,2,4,0,61,1,1,1,1,61.18,60+,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
3,18,2515,0,2,3,4,0,43,1,2,1,1,75.45,40-60,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
1,48,3979,4,3,4,1,2,41,2,2,2,1,159.16,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,15,2221,2,2,2,4,2,20,1,2,1,1,44.42,<25,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,8,731,0,4,4,4,0,47,2,1,1,1,29.24,40-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,16,1175,0,0,2,3,2,68,3,0,1,1,23.5,60+,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
2,15,1905,0,4,4,4,2,40,1,3,1,1,76.2,40-60,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
1,9,2118,0,2,2,2,0,37,1,1,2,1,42.36,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2,36,4473,0,4,4,2,2,31,1,2,1,1,178.92,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,16,2625,0,4,2,4,1,43,1,2,1,0,52.5,40-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
3,18,2051,0,1,4,1,0,33,1,2,1,1,82.04,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,9,1136,3,4,4,3,3,32,2,2,2,0,45.44,25-40,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
3,18,1473,0,1,3,4,0,39,1,2,1,1,44.19,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False
3,30,2333,2,4,4,2,2,30,1,3,1,1,93.32,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,12,2012,4,3,4,2,2,61,1,2,1,1,80.48,60+,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
3,12,1185,0,2,3,2,0,27,2,2,1,1,35.55,25-40,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
1,24,2718,0,2,3,4,1,20,1,1,1,0,81.54,<25,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1,12,958,0,3,2,3,0,47,2,1,2,1,19.16,40-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,12,1223,0,4,1,1,0,46,2,2,1,0,12.23,40-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,9,2799,0,2,2,2,0,36,2,2,2,1,55.98,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1,36,4455,0,2,2,2,0,30,2,3,1,0,89.1,25-40,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
0,24,2910,0,3,2,1,3,34,1,3,1,1,58.2,25-40,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
1,18,1924,4,1,4,3,0,27,1,2,1,0,76.96,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2,24,1377,1,4,4,2,3,47,1,2,1,1,55.08,40-60,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
0,18,2249,1,3,4,3,2,30,1,3,2,1,89.96,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
0,42,7882,0,3,2,4,1,45,1,2,2,1,157.64,40-60,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
1,12,1158,2,2,3,1,2,26,1,2,1,1,34.74,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
3,27,2570,0,2,3,3,0,21,1,2,1,0,77.1,<25,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,18,1880,0,3,4,1,1,32,2,3,1,1,75.2,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False
3,36,6614,0,4,4,4,2,34,2,3,1,1,264.56,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
1,12,3017,0,1,3,1,0,34,1,3,1,1,90.51,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3,24,1901,1,2,4,4,2,29,1,3,1,1,76.04,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0,18,1345,0,2,4,3,0,26,1,2,1,0,53.8,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,15,392,0,1,4,4,1,23,1,2,1,1,15.68,<25,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
3,6,672,0,0,1,4,0,54,1,0,1,1,6.72,40-60,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
3,15,1471,0,2,4,4,3,35,2,2,1,1,58.84,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
3,24,1525,3,3,4,3,2,34,1,2,2,1,61.0,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
3,48,12749,2,3,4,1,2,37,1,3,1,1,509.96,25-40,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
0,12,1858,0,1,4,1,2,22,1,2,1,1,74.32,<25,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3,36,5842,0,4,2,2,1,35,2,2,2,1,116.84,25-40,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,10,2848,1,2,1,2,0,32,1,2,2,1,28.48,25-40,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False
1,18,1042,4,2,4,2,1,33,1,2,1,0,41.68,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,9,1388,0,2,4,2,0,26,1,2,1,1,55.52,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,12,1526,0,4,4,4,3,66,2,3,1,1,61.04,60+,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
3,18,1817,0,2,4,2,3,28,2,2,1,1,72.68,25-40,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,36,7855,0,2,4,2,0,25,2,2,1,0,314.2,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
1,30,4280,1,2,4,4,2,26,2,1,1,0,171.2,25-40,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
3,4,3380,0,3,1,1,0,37,1,2,2,1,33.8,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,6,662,0,1,3,4,0,41,1,1,2,1,19.86,40-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,12,1736,0,3,3,4,0,31,1,1,1,1,52.08,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,21,3414,0,1,2,1,1,26,2,2,1,0,68.28,25-40,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
3,12,1101,0,2,3,2,0,27,2,2,1,1,33.03,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False
3,6,1766,0,2,1,2,1,21,1,2,1,1,17.66,<25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3,7,846,4,4,3,4,3,36,1,2,1,1,25.38,25-40,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,9,918,0,2,4,1,1,30,1,2,1,0,36.72,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,24,3062,2,4,4,3,3,32,1,2,1,1,122.48,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,36,1953,0,4,4,4,3,61,1,3,1,0,78.12,60+,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
0,21,3763,4,3,2,2,0,24,1,1,1,1,75.26,<25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True
1,18,4439,0,4,1,1,0,33,1,3,1,1,44.39,25-40,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
0,24,1987,0,2,2,4,0,21,1,1,2,0,39.74,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,18,4153,0,2,2,3,2,42,1,2,1,0,83.06,40-60,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False
3,21,1591,1,3,4,3,0,34,2,3,1,1,63.64,25-40,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,8,1164,0,4,3,4,3,51,2,3,2,1,34.92,40-60,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
1,9,1206,0,4,4,4,0,25,1,2,1,1,48.24,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,24,3868,0,4,4,2,2,41,2,3,1,1,154.72,40-60,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0,48,6758,0,2,3,2,2,31,1,2,1,0,202.74,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
1,20,6148,1,4,3,4,2,31,2,2,1,1,184.44,25-40,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1,24,1553,1,3,3,2,1,23,2,2,1,1,46.59,<25,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3,24,2603,3,2,2,4,2,28,1,2,1,1,52.06,25-40,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1,18,3612,0,4,3,4,1,37,1,2,1,1,108.36,25-40,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
3,30,6742,4,3,2,3,1,36,2,2,1,1,134.84,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,36,10974,0,0,4,2,2,26,2,3,1,0,438.96,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
